author,length,likes,source,tags,title
    Mahatma Gandhi  ,242,11438,inspirational,"despair,evil,goodness,inspirational,love,sadness,truth,victory","      “When I despair, I remember that all through history the way of truth and love have always won. There have been tyrants and murderers, and for a time, they can seem invincible, but in the end, they always fall. Think of it--always.”  "
    Audrey Hepburn  ,71,11345,inspirational,"attributed-no-source,inspirational","      “Nothing is impossible, the word itself says 'I'm possible'!”  "
    F. Scott Fitzgerald  ,91,11209,inspirational,"book,inspirational","      “So we beat on, boats against the current, borne back ceaselessly into the past.”  "
    Herbert Bayard Swope  ,141,11039,inspirational,"failure,inspirational,misattributed-bill-cosby,success","      “I can't give you a sure-fire formula for success, but I can give you a formula for failure: try to please everybody all the time.”  "
    Jack Kerouac  ,383,10999,inspirational,"freethinker,inspirational,mad","      “[...]the only people for me are the mad ones, the ones who are mad to live, mad to talk, mad to be saved, desirous of everything at the same time, the ones who never yawn or say a commonplace thing, but burn, burn, burn like fabulous yellow roman candles exploding like spiders across the stars and in the middle you see the blue centerlight pop and everybody goes “Awww!”  "
    Eleanor Roosevelt  ,89,10998,inspirational,inspirational,      “Do what you feel in your heart to be right – for you’ll be criticized anyway.”  
    Khaled Hosseini  ,74,16424,life,life,      “But better to get hurt by the truth than comforted with a lie.”  
    Kurt Vonnegut  ,92,16197,life,"action,attitude,choice,imagination,inspiration,life,pretend","      “We are what we pretend to be, so we must be careful about what we pretend to be.”  "
    Mark Twain  ,114,15586,life,"death,life",      “The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”  
    Nicholas Sparks  ,120,15397,life,"life,love","      “Just when you think it can't get any worse, it can. And just when you think it can't get any better, it can.”  "
    Sylvia Plath  ,331,15299,life,"books,life,limits","      “I can never read all the books I want; I can never be all the people I want and live all the lives I want. I can never train myself in all the skills I want. And why do I want? I want to live and feel all the shades, tones and variations of mental and physical experience possible in my life. And I am horribly limited.”  "
    Chuck Palahniuk  ,87,13551,life,"life,love","      “The one you love and the one who loves you are never, ever the same person.”  "
    Albert Einstein  ,114,12836,life,"life,respect","      “I speak to everyone in the same way, whether he is the garbage man or the president of the university.”  "
    Anne Frank  ,107,12347,life,"activism,life,optimism,philosophy,world",      “How wonderful it is that nobody need wait a single moment before starting to improve the world.”  
    J.K. Rowling  ,93,12303,life,"human,life,value,worth","      “We're all human, aren't we? Every human life is worth the same, and worth saving.”  "
    Isaac Asimov  ,118,12271,life,"life,science,wisdom",      “The saddest aspect of life right now is that science gathers knowledge faster than society gathers wisdom.”  
    Dalai Lama XIV  ,82,10739,inspirational,"happiness,inspirational",      “Happiness is not something ready made. It comes from your own actions.”  
    Mother Teresa  ,39,10647,inspirational,"inspirational,peace,smile,smiling",      “Peace begins with a smile..”  
    Margaret Mead  ,143,10492,inspirational,"activism,attributed-no-source,change,inspirational,life,philosophy,world","      “Never doubt that a small group of thoughtful, committed, citizens can change the world. Indeed, it is the only thing that ever has.”  "
    Gustave Flaubert  ,141,10457,inspirational,"books,inspirational,life,reading","      “Do not read, as children do, to amuse yourself, or like the ambitious, for the purpose of instruction. No, read in order to live.”  "
    John Green  ,296,10448,inspirational,inspirational,"      “Imagining the future is a kind of nostalgia. (...) You spend your whole life stuck in the labyrinth, thinking about how you'll escape it one day, and how awesome it will be, and imagining that future keeps you going, but you never do it. You just use the future to escape the present.”  "
    Ralph Waldo Emerson  ,105,10203,inspirational,inspirational,      “What lies behind us and what lies before us are tiny matters compared to what lies within us.”  
    Sam Levenson  ,53,10182,inspirational,"beauty,charity,inspirational,kindness,misattributed-audrey-hepburn","      “For attractive lips, speak words of kindness."
    Christian D. Larson  ,24,9816,inspirational,"happiness,inspirational,love,optimism,strength",      “Promise Yourself
    C.S. Lewis  ,157,9792,inspirational,"friendship,inspirational","      “Friendship is unnecessary, like philosophy, like art.... It has no survival value; rather it is one of those things which give value to survival.”  "
    Abraham Lincoln  ,44,9743,inspirational,inspirational,"      “Whatever you are, be a good one.”  "
    F. Scott Fitzgerald  ,114,9608,inspirational,"inspirational,women","      “I hope she'll be a fool -- that's the best thing a girl can be in this world, a beautiful little fool.”  "
    George Harrison  ,76,11566,life,"life,paraphrase-of-lewis-carroll","      “If you don't know where you're going, any road'll take you there”  "
    Chuck Palahniuk  ,99,11281,life,"god,humor,life","      “All God does is watch us and kill us when we get boring. We must never, ever be boring.”  "
    Henry Wadsworth Longfellow  ,127,11082,life,"coldness,depression,happiness,life,sad,sadness,sorrow",      “Every man has his secret sorrows which the world knows not; and often times we call a man cold when he is only sad.”  
    George V. Higgins  ,63,11008,life,"humor,life,misattributed-john-wayne","      “This life’s hard, but it’s harder if you’re stupid.”  "
    Jonathan Safran Foer  ,101,10963,life,life,      “Sometimes I can hear my bones straining under the weight of all the lives I'm not living.”  
    Mitch Albom  ,50,10643,life,"death,life","      “Death ends a life, not a relationship.”  "
    Margaret Mead  ,143,10492,life,"activism,attributed-no-source,change,inspirational,life,philosophy,world","      “Never doubt that a small group of thoughtful, committed, citizens can change the world. Indeed, it is the only thing that ever has.”  "
    Gustave Flaubert  ,141,10457,life,"books,inspirational,life,reading","      “Do not read, as children do, to amuse yourself, or like the ambitious, for the purpose of instruction. No, read in order to live.”  "
    Michael Cunningham  ,51,10194,life,"life,peace",      “You cannot find peace by avoiding life.”  
